qid,question,outcome,domain,qtype,failure_mode,s2_p,s2_brier,s2_correct,round0_mean,round1_mean,round0_correct_agents,round1_correct_agents,round0_mean_correct,round1_mean_correct,round_mean_brier_delta,cot_p,cot_correct,cot_brier,standard_p,standard_correct,standard_brier,s1_p,s1_correct,s1_brier,moa_p,moa_correct,moa_brier
futurex_69a6d48ee78a390068a18729,"Will the share of global silver production disrupted by violence in Mexico exceed 1.0% on April 1, 2026?",0,other,threshold_range,final_correct,0.3917678744491275,0.1534820674503873,1,0.4633333333333334,0.3933333333333333,2,3,1,1,-0.059966666666666724,0.13,1,0.016900000000000002,0.19999999999999998,1,0.039999999999999994,0.5218363772128546,0,0.27231320458263664,0.13,1,0.016900000000000002
futurex_69a6d48ee78a390068a18736,"Will the Canada-India uranium supply agreement size exceed 2.5 billion USD on April 1, 2026?",0,politics_geo,threshold_range,all_agents_wrong_from_start,0.9638558008656991,0.9290180048624582,0,0.9466666666666667,0.9633333333333333,0,0,0,0,0.03183333333333327,0.18,1,0.0324,0.36000000000000004,1,0.12960000000000002,0.9520703431889255,0,0.9064379383798783,0.98,0,0.9603999999999999
futurex_69a6d48ee78a390068a18746,"Will the TTM APT price in Rotterdam exceed 1800 USD/mtu April 1, 2026?",1,markets_finance_crypto,threshold_range,final_correct,0.971796421895502,0.0007954418178965206,1,0.9466666666666667,0.9700000000000001,3,3,1,1,-0.0019444444444444505,0.96,1,0.001600000000000003,0.9433333333333334,1,0.0032111111111111086,0.9520703431889255,1,0.002297252002027383,0.94,1,0.0036000000000000064
futurex_69a6d48ee78a390068a18749,"Will the lithium carbonate spot price exceed $25,000 per metric ton on April 1, 2026?",1,markets_finance_crypto,threshold_range,all_agents_wrong_from_start,0.06304266389427549,0.8778890496823356,0,0.05333333333333334,0.06333333333333334,0,0,0,0,-0.01883333333333337,0.06,0,0.8835999999999999,0.1366666666666667,0,0.7453444444444444,0.04792965681107456,0,0.9064379383798783,0.06,0,0.8835999999999999
futurex_69a6d48ee78a390068a1874c,"Will the TTM tantalum price for concentrate imports exceed USD/lb on April 1, 2026?",0,markets_finance_crypto,threshold_range,final_correct,0.3661660646070099,0.13407758686978494,1,0.43,0.37333333333333335,2,3,1,1,-0.045522222222222186,0.58,0,0.3364,0.5966666666666667,0,0.3560111111111111,0.33802008174095977,1,0.11425757566016512,0.53,0,0.28090000000000004
futurex_69a6d48ee78a390068a1874e,"Will the TTM tantalum concentrate import price exceed 155 USD/lb on April 1, 2026?",0,markets_finance_crypto,threshold_range,all_agents_wrong_from_start,0.6654197070411552,0.4427833865187368,0,0.6766666666666667,0.6633333333333334,0,0,0,0,-0.017866666666666642,0.74,0,0.5476,0.6966666666666667,0,0.4853444444444444,0.692267838042014,0,0.4792347595873641,0.64,0,0.4096
futurex_69a830e529c5bb005eeeb104,Will DeepSeek release V4 in March 2026?,0,tech_ai_product,other_wording,all_agents_wrong_from_start,0.6578296185320057,0.43273980701796416,0,0.6266666666666666,0.6566666666666667,0,0,0,0,0.0385000000000002,0.44,1,0.1936,0.3666666666666667,1,0.13444444444444448,0.6416076028035297,0,0.4116603159752919,0.55,0,0.30250000000000005
futurex_69a977a47e9d43005df0d703,"Will NVIDIA stock be higher on March 16, 2026 than on March 09, 2026?",0,markets_finance_crypto,other_wording,all_agents_wrong_from_start,0.5537586582746299,0.3066486516141183,0,0.57,0.5533333333333333,0,0,0,0,-0.018722222222222196,0.56,0,0.31360000000000005,0.55,0,0.30250000000000005,0.5709838308710286,0,0.32602253511615537,0.56,0,0.31360000000000005
futurex_69ac1a945b8448005d44c09f,Will GPT-5.4 outperform Claude Opus 4.6 at METR 50% time horizon?,0,tech_ai_product,other_wording,final_correct,0.3702446011278748,0.1370810646643391,1,0.40666666666666673,0.38000000000000006,2,3,1,1,-0.020977777777777762,0.34,1,0.11560000000000002,0.29,1,0.0841,0.3380276052780456,1,0.1142626619300102,0.3,1,0.09
futurex_69aebd8793e1240067e5c00c,Stock prices on March 13: higher than on March 6?,1,markets_finance_crypto,other_wording,final_correct,0.5540452039785836,0.19887568009450313,1,0.5599999999999999,0.55,3,3,1,1,0.008899999999999908,0.55,1,0.20249999999999996,0.56,1,0.19359999999999997,0.5633926690821002,1,0.1906259614112525,0.56,1,0.19359999999999997
futurex_69aebd8a93e1240067e5c02c,Will there be a ceasefire announced between US/Israel and Iran between 11th and 15th March 2026?,0,tech_ai_product,other_wording,final_correct,0.2365278626669274,0.05594542981778487,1,0.25666666666666665,0.23666666666666666,3,3,1,1,-0.009866666666666662,0.18,1,0.0324,0.27,1,0.0729,0.2348121415525172,1,0.055136741820479375,0.42,1,0.17639999999999997
futurex_69b160921ebfe30068c2cdd0,Will Fortnite release a new update next week?,1,tech_ai_product,other_wording,final_correct,0.9394105164234835,0.003671085520068963,1,0.91,0.9333333333333332,3,3,1,1,-0.003655555555555537,0.91,1,0.008099999999999994,0.86,1,0.019600000000000003,0.9154647086342687,1,0.007146215486289092,0.96,1,0.001600000000000003
futurex_69b2b226782d0900685d5fb4,Assassin's Creed: Black Flag Resynced (remake) Announced March 20th,0,tech_ai_product,other_wording,all_agents_wrong_from_start,0.980163645947761,0.9607207728376077,0,0.9700000000000001,0.9700000000000001,0,0,0,0,0.0,0.97,0,0.9409,0.02333333333333333,1,0.0005444444444444443,0.9699999999999999,0,0.9408999999999997,0.97,0,0.9409
futurex_69b2b226782d0900685d5fbd,Success Final V5,0,other,other_wording,debate_fixed,0.18962748918546302,0.035958584654782896,1,0.5066666666666667,0.24,1,3,0,1,-0.19911111111111118,0.97,0,0.9409,0.5733333333333334,0,0.3287111111111111,0.5554938956714762,0,0.3085734681282729,0.88,0,0.7744
futurex_69b403b749eb3f005a923d0d,Will the 2026 Triton Jeju $100K Main Event exceed 250 entries?,0,other,threshold_range,all_agents_wrong_from_start,0.6540058173135515,0.4277236090799664,0,0.6533333333333333,0.6533333333333333,0,0,0,0,0.0,0.78,0,0.6084,0.66,0,0.43560000000000004,0.6710437162480257,0,0.45029966911596087,0.76,0,0.5776
futurex_69b403b749eb3f005a923d0e,Italy judicial reform: Will turnout at the March 2026 referendum exceed 50%?,1,other,threshold_range,all_agents_wrong_from_start,0.2643714514838664,0.5411493613919535,0,0.26666666666666666,0.26666666666666666,0,0,0,0,0.0,0.28,0,0.5184,0.04,0,0.9216,0.19428349646823034,0,0.6491790840634603,0.29,0,0.5041
futurex_69b403b749eb3f005a923d11,will CS camp happen?,0,other,other_wording,all_agents_wrong_from_start,0.9546476595956671,0.9113521539714847,0,0.9233333333333333,0.9500000000000001,0,0,0,0,0.04995555555555564,0.93,0,0.8649000000000001,0.9366666666666666,0,0.8773444444444444,0.9405903424516844,0,0.8847101923133769,0.95,0,0.9025
futurex_69b7f816d596fb005d43a314,Will both Scottie Scheffler & Rory Mcllroy make the cut at the 2026 Masters tournament?,1,other,other_wording,final_correct,0.9489927221971906,0.0026017423888529774,1,0.94,0.9466666666666667,3,3,1,1,-0.000755555555555561,0.96,1,0.001600000000000003,0.9573333333333333,1,0.001820444444444451,0.9575376239155329,1,0.0018030533827387255,0.93,1,0.004899999999999993
futurex_69b7fb68d596fb005d43a329,Another US bank failure by March 31?,0,markets_finance_crypto,deadline_event,final_correct,0.305966438561057,0.09361546152573706,1,0.37999999999999995,0.31,2,3,1,1,-0.04829999999999997,0.28,1,0.07840000000000001,0.6,0,0.36,0.25463002890553227,1,0.0648364516204322,0.24,1,0.0576
futurex_69ba9b2453c457006694bc58,Will Anthropic release a model with a higher version number 4.6 by April 15th?,0,tech_ai_product,deadline_event,all_agents_wrong_from_start,0.98452437018939,0.969288235496815,0,0.9433333333333334,0.9833333333333334,0,0,0,0,0.07706666666666684,0.96,0,0.9216,0.965,0,0.931225,0.9520718169021376,0,0.9064407445393374,0.999,0,0.998001
futurex_69ba9b2453c457006694bc5b,Will China get involved in the Iran war.,0,politics_geo,other_wording,final_correct,0.387628586042216,0.15025592071708765,1,0.48,0.3933333333333333,2,3,1,1,-0.07568888888888889,0.24,1,0.0576,0.18000000000000002,1,0.032400000000000005,0.5312158729647706,0,0.28219030368972325,0.28,1,0.07840000000000001
futurex_69ba9e5f53c457006694bc8d,Will Trump sue Michael Wolff by March 31?,0,politics_geo,deadline_event,final_correct,0.2295867933743499,0.05271009569191643,1,0.37333333333333335,0.22999999999999998,2,3,1,1,-0.0864777777777778,0.62,0,0.3844,0.15666666666666665,1,0.024544444444444438,0.3080476804857742,1,0.09489337345266563,0.93,0,0.8649000000000001
futurex_69bd3e2828f858005eb9389e,Will America send troops to Iran within this week?,0,politics_geo,deadline_event,wrong_majority_persisted,0.5244847280519725,0.2750842299597516,0,0.6033333333333334,0.5233333333333333,1,1,0,0,-0.0901333333333334,0.48,1,0.2304,0.39666666666666667,1,0.15734444444444445,0.6913610989508135,0,0.4779801691424766,0.64,0,0.4096
futurex_69bd3e2828f858005eb938ab,Will Ethereum outperform Bitcoin over the next 30 days?,1,markets_finance_crypto,threshold_range,all_agents_wrong_from_start,0.4329907012785202,0.3214995448366244,0,0.43999999999999995,0.43333333333333335,0,0,0,0,0.007511111111111024,0.54,1,0.21159999999999995,0.4466666666666667,0,0.30617777777777766,0.43210455761300764,0,0.3225052334839178,0.53,1,0.22089999999999999
futurex_69be8f979ade34005c7c7417,Will Vijay's TVK party contest all 234 TN assembly seats?,1,other,other_wording,final_correct,0.9613698718161753,0.001492286803498729,1,0.9233333333333333,0.96,3,3,1,1,-0.0042777777777777744,0.94,1,0.0036000000000000064,0.9633333333333333,1,0.0013444444444444495,0.945492931147585,1,0.0029710205548819056,0.9,1,0.009999999999999995
futurex_69be8f979ade34005c7c7420,Will a levels get cancelled,1,other,other_wording,all_agents_wrong_from_start,0.07639831893420096,0.8530400652675698,0,0.08,0.07666666666666667,0,0,0,0,0.006144444444444397,0.07,0,0.8648999999999999,0.11333333333333333,0,0.7861777777777779,0.08000000000000002,0,0.8463999999999998,0.1,0,0.81
futurex_69c2841b9bbfb400688c0c17,Will Hans Niemann win the 12 Game Showdown vs. Awonder Liang?,1,sports,winner_outcome,final_correct,0.52,0.2304,1,0.5233333333333333,0.5133333333333333,2,3,1,1,0.009633333333333355,0.56,1,0.19359999999999997,0.53,1,0.22089999999999999,0.5329130291550572,1,0.21817023833310442,0.57,1,0.18490000000000004
futurex_69c3d5a5dca5a1006806e408,"Will Terminator2 have at least 100 followers on X/Twitter by 23, 2026?",0,other,threshold_range,all_agents_wrong_from_start,0.7766026358379111,0.6031116539903912,0,0.7533333333333333,0.7733333333333334,0,0,0,0,0.030533333333333523,0.62,0,0.3844,0.9899999999999999,0,0.9800999999999997,0.8347861446307138,0,0.696867907267411,0.82,0,0.6723999999999999
futurex_69c527154b6f01005cae1313,Will the Trump-Xi April 2026 summit produce a bilateral trade agreement?,0,politics_geo,other_wording,debate_broke_mean_label,0.535720049842126,0.2869959718028499,0,0.49666666666666676,0.5233333333333333,1,0,1,0,0.02719999999999992,0.61,0,0.3721,0.5633333333333334,0,0.3173444444444445,0.46582358004467056,1,0.2169916077256336,0.51,0,0.2601
futurex_69c527154b6f01005cae1314,"Will the DHS partial shutdown end by April 15, 2026?",0,other,deadline_event,all_agents_wrong_from_start,0.6723266881683878,0.4520231756234726,0,0.7666666666666666,0.66,0,0,0,0,-0.1521777777777777,0.78,0,0.6084,0.6366666666666667,0,0.4053444444444445,0.7687788687699393,0,0.5910209490671875,0.61,0,0.3721
futurex_69c527154b6f01005cae131d,Will Tetra buy new clothes in the next two weeks?,0,other,other_wording,all_agents_wrong_from_start,0.5570665774815512,0.3103231717470091,0,0.5633333333333334,0.5566666666666668,0,0,0,0,-0.0074666666666666215,0.51,0,0.2601,0.5,0,0.25,0.6115240416989557,0,0.3739616535758261,0.56,0,0.31360000000000005
futurex_69c67896bec6ae005c08110b,"Will Iran release the seized tanker in the Strait of Hormuz before April 15, 2026?",0,tech_ai_product,deadline_event,all_agents_wrong_from_start,0.5670092987214796,0.32149954483662413,0,0.5966666666666667,0.5666666666666667,0,0,0,0,-0.03490000000000004,0.18,1,0.0324,0.4166666666666667,1,0.17361111111111113,0.6028653035967085,0,0.36344657428075156,0.37,1,0.1369
futurex_69c91badcce3f3005ffaf9d9,Will the Charlotte Hornets finish in the top 7 in the Eastern Conference?,0,other,threshold_range,final_correct,0.21958421667553646,0.048217228213008945,1,0.22666666666666668,0.22,3,3,1,1,-0.0029777777777777875,0.28,1,0.07840000000000001,0.22,1,0.0484,0.2181036147349837,1,0.047569186760466196,0.22,1,0.0484
futurex_69ca6d09e1dfbe005d9412e6,"Will whitehouse.gov publish a new post containing ""middle class"" before April 15, 2026?",1,other,deadline_event,final_correct,0.7039052666374722,0.08767209112502643,1,0.6933333333333334,0.7033333333333333,3,3,1,1,-0.0060333333333332795,0.78,1,0.04839999999999999,0.7233333333333333,1,0.07654444444444448,0.6969157773227338,1,0.09186004603588269,0.71,1,0.08410000000000002
futurex_69ca6d09e1dfbe005d9412ec,Will Anthropic Announce something about Claude Mythos before Monday April 13th?,1,tech_ai_product,deadline_event,final_correct,0.95820286460445,0.001747000527273936,1,0.7733333333333333,0.9333333333333332,3,3,1,1,-0.04693333333333333,0.84,1,0.02560000000000001,0.9433333333333334,1,0.0032111111111111086,0.8300252614466671,1,0.02889141174627387,0.97,1,0.0009000000000000016
futurex_69ca71bce1dfbe005d941310,Will BC.Game make a roster move before May?,1,sports,deadline_event,final_correct,0.9773232884040844,0.000514233248804331,1,0.9266666666666667,0.9766666666666666,3,3,1,1,-0.004833333333333316,0.96,1,0.001600000000000003,0.9899999999999999,1,0.0001000000000000024,0.9305818416440539,1,0.004818880709531211,0.995,1,2.5000000000000045e-05
futurex_69cbbeac64341d005ceae852,"Will Rystad's Gulf energy infrastructure repair estimate exceed 35 billion on April 30, 2026?",1,other,threshold_range,final_correct,0.967156177334015,0.0010787166873146672,1,0.9133333333333334,0.9666666666666667,3,3,1,1,-0.006399999999999982,0.97,1,0.0009000000000000016,0.9766666666666666,1,0.0005444444444444488,0.9420080032299367,1,0.00336307168937903,0.98,1,0.0004000000000000007
futurex_69cbbeac64341d005ceae85d,"Will the WTI Crude Oil Spot Price be above $100 on April 10, 2026?",0,markets_finance_crypto,threshold_range,final_correct,0.22436517462853223,0.050339731586091764,1,0.25333333333333335,0.22666666666666666,3,3,1,1,-0.01280000000000002,0.56,0,0.31360000000000005,0.17666666666666667,1,0.03121111111111111,0.2061831346213124,1,0.042511485002270234,0.31,1,0.0961
futurex_69cbbeac64341d005ceae85f,Any of the stolen KitKats recovered by April 12?,0,other,deadline_event,final_correct,0.08000000000000002,0.006400000000000003,1,0.09000000000000001,0.08,3,3,1,1,-0.001700000000000001,0.12,1,0.0144,0.11,1,0.0121,0.07912145751145891,1,0.006260205038737598,0.07,1,0.004900000000000001
futurex_69cbbeac64341d005ceae861,Bab el-Mandeb strait closed by April 30?,0,other,deadline_event,final_correct,0.17651585488818292,0.03115784702690605,1,0.18666666666666668,0.17666666666666667,3,3,1,1,-0.003633333333333339,0.18,1,0.0324,0.14,1,0.019600000000000003,0.1699813208858825,1,0.028893649450109353,0.18,1,0.0324
futurex_69cd100f84ea010067ba2270,Bitcoin 60000€ at the end of april?,1,markets_finance_crypto,deadline_event,all_agents_wrong_from_start,0.2761141987619753,0.524010653234017,0,0.27,0.27666666666666667,0,0,0,0,-0.009688888888888747,0.22,0,0.6084,0.29666666666666663,0,0.4946777777777778,0.26092873587998366,0,0.5462263334479589,0.27,0,0.5328999999999999
futurex_69cd100f84ea010067ba2278,Bitcoin $60K in April?,0,markets_finance_crypto,threshold_range,all_agents_wrong_from_start,0.691793983577289,0.47857891571373445,0,0.6933333333333334,0.69,0,0,0,0,-0.004611111111111232,0.41,1,0.16809999999999997,0.56,0,0.31360000000000005,0.6957671240928155,0,0.48409189096838734,0.6,0,0.36
futurex_69cd100f84ea010067ba2288,Will ICE kill a person by the End of April 2026?,0,politics_geo,deadline_event,all_agents_wrong_from_start,0.9989999999999999,0.9980009999999998,0,0.9899999999999999,0.999,0,0,0,0,0.017901000000000278,0.99,0,0.9801,0.999,0,0.998001,0.99,0,0.9801,0.999,0,0.998001
futurex_69cd135684ea010067ba22d3,Will Trump attend UFC 327?,1,sports,other_wording,final_correct,0.9781716830874803,0.00047647541923339536,1,0.9700000000000001,0.9773333333333333,3,3,1,1,-0.00038622222222221467,0.97,1,0.0009000000000000016,0.9700000000000001,1,0.000899999999999995,0.971796421895502,1,0.0007954418178965206,0.97,1,0.0009000000000000016
futurex_69ce6197dcd4cd005c5bf063,"Will Trump announce a ""Ground"" military operation in Iran by April 10?",0,politics_geo,deadline_event,final_correct,0.05904309252001924,0.003486086774327552,1,0.07333333333333333,0.06,3,3,1,1,-0.0017777777777777783,0.03,1,0.0009,0.056666666666666664,1,0.0032111111111111108,0.07217457587789271,1,0.005209169403153692,0.03,1,0.0009
futurex_69ce6197dcd4cd005c5bf064,Will the Los Angeles Lakers finish the 2025-26 regular season as the #3 seed or higher in the Western Conference?,0,other,other_wording,final_correct,0.27319467511025697,0.07463533050859886,1,0.26666666666666666,0.2733333333333334,3,3,1,1,0.00360000000000002,0.22,1,0.0484,0.27,1,0.0729,0.2591286644004525,1,0.06714766471396234,0.27,1,0.0729
futurex_69cfb31ceb291a006aa6e4b3,Will Brent crude oil drop below $90/barrel at any point in April 2026?,1,markets_finance_crypto,threshold_range,final_correct,0.8514281874359234,0.022073583488575105,1,0.5599999999999999,0.6266666666666666,2,2,1,1,-0.05422222222222223,0.82,1,0.03240000000000002,0.9433333333333334,1,0.0032111111111111086,0.5374431018297573,1,0.21395888404487629,0.14,0,0.7395999999999999
futurex_69d104ace1dc2a005c2219c4,Will Shrek get more Wikipedia pageviews than Bitcoin in April 2026?,0,markets_finance_crypto,other_wording,final_correct,0.21968828846806485,0.048262944090027675,1,0.29,0.2233333333333333,3,3,1,1,-0.03422222222222223,0.08,1,0.0064,0.08,1,0.0064,0.23196056984845137,1,0.053805705964418284,0.09,1,0.0081
futurex_69d2560b92520400680b171f,"Will a tornado outbreak occur on either April 12, 13, 14 or 15 in the USA?",1,other,other_wording,debate_broke_mean_label,0.41306446702131067,0.34449331987297815,0,0.5299999999999999,0.41333333333333333,2,0,1,0,0.12327777777777774,0.58,1,0.17640000000000003,0.47333333333333333,0,0.2773777777777777,0.5284995705623879,1,0.22231265495985258,0.52,1,0.2304
futurex_69d2560b92520400680b172a,"Will Brent Crude Oil close above $120 on April 15th, 2026?",0,markets_finance_crypto,threshold_range,final_correct,0.2897184364725138,0.083936772432078,1,0.37000000000000005,0.2966666666666667,2,3,1,1,-0.048888888888888926,0.27,1,0.0729,0.17666666666666667,1,0.03121111111111111,0.2983532859484023,1,0.08901468323620912,0.31,1,0.0961
futurex_69d3a7a3e53ae80066abf5aa,Will Solana (SOL) be below $86 on May 1?,1,markets_finance_crypto,threshold_range,final_correct,0.7466274222620116,0.06419766314959297,1,0.6633333333333333,0.7399999999999999,3,3,1,1,-0.04574444444444438,0.62,1,0.1444,0.6833333333333332,1,0.10027777777777784,0.7206811201992331,1,0.07801903661315525,0.76,1,0.0576
futurex_69d3a7a3e53ae80066abf5b3,"Will COMEX Gold (June 2026) touch $5000.00 at any point before April 25, 2026?",0,markets_finance_crypto,deadline_event,final_correct,0.33823065649872736,0.1143999769955601,1,0.4466666666666666,0.36000000000000004,2,3,1,1,-0.06991111111111104,0.82,0,0.6723999999999999,0.13999999999999999,1,0.019599999999999996,0.2899249268756702,1,0.0840564632238627,0.29,1,0.0841
futurex_69d3a7a3e53ae80066abf5b5,Will LeBron James average at least 42.0 (Points + Rebounds Assists) per game over the final 5 games?,1,sports,threshold_range,all_agents_wrong_from_start,0.07639831893420096,0.8530400652675698,0,0.09666666666666666,0.07666666666666667,0,0,0,0,0.03653333333333331,0.28,0,0.5184,0.21333333333333335,0,0.6188444444444444,0.03384066231768543,0,0.9334638657907287,0.18,0,0.6724000000000001
futurex_69d3a7a3e53ae80066abf5b8,Will the US-Iran conflict end by 30th April?,0,politics_geo,deadline_event,debate_fixed,0.44974789202810783,0.20227316638372653,1,0.5933333333333334,0.47,1,2,0,1,-0.1311444444444445,0.33,1,0.10890000000000001,0.39333333333333337,1,0.15471111111111113,0.6497545797118625,0,0.422181013856539,0.46,1,0.2116
futurex_69d4f90949a1b20067eec44e,Will Iran shoot down a US military plane/helicopter by end of April?,0,politics_geo,deadline_event,final_correct,0.13331248459353717,0.017772218548502087,1,0.16,0.1366666666666667,3,3,1,1,-0.0069222222222222185,0.24,1,0.0576,0.14333333333333334,1,0.020544444444444445,0.11787495715513088,1,0.013894505524323942,0.23,1,0.0529
futurex_69d4f90949a1b20067eec451,Will one of the top eight ranked snooker players win the World Championship 2026?,1,sports,winner_outcome,final_correct,0.6159031754785214,0.14753037060748356,1,0.6533333333333333,0.61,3,3,1,1,0.03192222222222223,0.82,1,0.03240000000000002,0.75,1,0.0625,0.7214344156530306,1,0.07759878478256854,0.8,1,0.03999999999999998
futurex_69d4f90949a1b20067eec455,America is going to lose one or more warships in Iran war dur 18th to 23rd April 2026?,0,politics_geo,other_wording,final_correct,0.19564973747762102,0.03827881977506202,1,0.20666666666666667,0.19666666666666666,3,3,1,1,-0.004033333333333333,0.37,1,0.1369,0.19333333333333336,1,0.03737777777777779,0.20285893122139348,1,0.04115174597628605,0.16,1,0.0256
futurex_69d64a8abcc475005c311b7f,Will Fajila Patel be elected to the Bastwell and Daisyfield ward in the May local elections?,0,other,winner_outcome,all_agents_wrong_from_start,0.7322347401313949,0.5361677146552914,0,0.69,0.7233333333333333,0,0,0,0,0.04711111111111116,0.42,1,0.17639999999999997,0.3866666666666667,1,0.14951111111111115,0.7374306454945435,0,0.5438039569144991,0.28,1,0.07840000000000001
futurex_69d64a8abcc475005c311ba8,How many MSPs will the Scottish Greens get at the next Scottish Parliament election?,1,politics_geo,other_wording,final_correct,0.8108462923535891,0.0357791251163839,1,0.7000000000000001,0.7999999999999999,3,3,1,1,-0.049999999999999926,0.78,1,0.04839999999999999,0.7000000000000001,1,0.08999999999999996,0.8025487831850758,1,0.03898698302169419,0.71,1,0.08410000000000002
futurex_69d79c138bff72005c917c82,"Will there be any new driver on podium in F1 Miami Grand Prix race, other than those who were on the podium during 2026",1,other,other_wording,final_correct,0.7913041736474867,0.043553947936958375,1,0.7399999999999999,0.79,3,3,1,1,-0.023500000000000076,0.68,1,0.10239999999999996,0.77,1,0.05289999999999999,0.7772578500130036,1,0.04961406538082959,0.59,1,0.16810000000000003
futurex_69d79c138bff72005c917c87,Will the current US x Iran ceasefire hold?,1,politics_geo,other_wording,debate_erased_correct_minority,0.45493191137843264,0.29709922123356874,0,0.48333333333333334,0.45999999999999996,1,0,0,0,0.024655555555555653,0.42,0,0.3364000000000001,0.4066666666666667,0,0.3520444444444444,0.4840689396872218,0,0.2661848589954676,0.44,0,0.31360000000000005
futurex_69d8ed9b677c89005c375952,"Will Pete Hegseth be fired before 10 May, 2026?",0,other,deadline_event,final_correct,0.19564973747762102,0.03827881977506202,1,0.21,0.19666666666666666,3,3,1,1,-0.005422222222222217,0.19,1,0.0361,0.14333333333333334,1,0.020544444444444445,0.20621560259538135,1,0.042524874753776254,0.24,1,0.0576
futurex_69d8ed9b677c89005c375958,UFC 328: Chimaev win against Strickland?,0,sports,winner_outcome,all_agents_wrong_from_start,0.7934755304905843,0.6296034174873142,0,0.7666666666666666,0.7933333333333333,0,0,0,0,0.04160000000000008,0.82,0,0.6723999999999999,0.7633333333333333,0,0.5826777777777777,0.7734354250901914,0,0.598202356784445,0.77,0,0.5929
futurex_69da3f12d5644600674fb46f,Will the Lakers advance past the first round of the 2026 NBA Playoffs?,1,sports,other_wording,final_correct,0.7304178369765029,0.07267454262042738,1,0.7466666666666667,0.73,3,3,1,1,0.008722222222222242,0.77,1,0.05289999999999999,0.7866666666666667,1,0.04551111111111108,0.7591840799056778,1,0.05799230737087496,0.79,1,0.044099999999999986
futurex_69dce561c4f5730067c8ce63,UK GDP growth in Q1 2026?,0,markets_finance_crypto,other_wording,all_agents_wrong_from_start,0.8653982186894544,0.7489140769108809,0,0.7799999999999999,0.8333333333333334,0,0,0,0,0.0860444444444447,0.78,0,0.6084,0.9,0,0.81,0.78,0,0.6084,0.84,0,0.7055999999999999
futurex_69de339aab5b1b0067f23c68,"Will OpenAI officially launch any new publicly named AI mod before May 1, 2026?",1,tech_ai_product,deadline_event,final_correct,0.7237496784453954,0.07631424015902244,1,0.7399999999999999,0.7166666666666667,3,3,1,1,0.012677777777777705,0.83,1,0.028900000000000012,0.7600000000000001,1,0.05759999999999994,0.7452303468990258,1,0.06490757614119073,0.81,1,0.03609999999999998
futurex_69de339aab5b1b0067f23c75,Will a Iranian warship be destroyed in the ports blockade bef April 30th,0,other,other_wording,debate_fixed,0.4113472096357302,0.16920652687510135,1,0.52,0.4166666666666667,2,3,0,1,-0.0967888888888889,0.23,1,0.0529,0.14,1,0.019600000000000003,0.5842664178829073,0,0.34136724706572413,0.29,1,0.0841
futurex_69de339aab5b1b0067f23c76,Will Khamzat Chimaev takedown Sean Strickland within the 10 seconds of the fight ?,0,other,deadline_event,wrong_majority_persisted,0.5247684823847703,0.2753819601044149,0,0.5533333333333333,0.5266666666666666,1,1,0,0,-0.028800000000000048,0.34,1,0.11560000000000002,0.3933333333333333,1,0.1547111111111111,0.5699773053972911,0,0.32487412866795684,0.53,0,0.28090000000000004
futurex_69de36e8ab5b1b0067f23c80,Did a crypto hedge fund blow up?,0,markets_finance_crypto,other_wording,debate_fixed,0.29403450393044106,0.08645628950162056,1,0.5233333333333333,0.3066666666666667,1,3,0,1,-0.17983333333333332,0.36,1,0.1296,0.25666666666666665,1,0.06587777777777777,0.528184699411199,0,0.2789790766920987,0.21,1,0.04409999999999999
futurex_69df85144d9ee5005d924724,Will Trump violate the ceasefire directly in Iran?,0,politics_geo,other_wording,final_correct,0.2944746640525751,0.08671532776887697,1,0.36999999999999994,0.3,3,3,1,1,-0.04689999999999997,0.57,0,0.32489999999999997,0.38666666666666666,1,0.1495111111111111,0.3336059564050763,1,0.11129293414894566,0.52,0,0.27040000000000003
futurex_69e0d6aa3913b600688a1dcb,Lebanon ceasefire in April,1,other,other_wording,final_correct,0.8775593814944384,0.014991705060024486,1,0.8333333333333334,0.87,3,3,1,1,-0.010877777777777764,0.74,1,0.06760000000000001,0.8466666666666667,1,0.023511111111111108,0.8523412026667903,1,0.02180312042988991,0.85,1,0.022500000000000006
futurex_69e228161542b800699e1f82,"Will TSLA close higher on April 23, 2026 than on April 22, 2026 (the day after Q1 earnings)?",0,other,other_wording,all_agents_wrong_from_start,0.53,0.28090000000000004,0,0.5333333333333333,0.53,0,0,0,0,-0.0035444444444444057,0.54,0,0.2916,0.52,0,0.27040000000000003,0.5340055956959677,0,0.2851619762346053,0.53,0,0.28090000000000004
futurex_69e379a741b89000686423ef,Iran agrees to surrender enriched uranium stockpile by April [Polymarket],0,politics_geo,deadline_event,final_correct,0.24709157751745245,0.06105424768006321,1,0.37333333333333335,0.25333333333333335,2,3,1,1,-0.0752,0.32,1,0.1024,0.2833333333333334,1,0.08027777777777781,0.27843759330700474,1,0.07752749336659696,0.25,1,0.0625
futurex_69e61ca2280aa100686b8207,Will LeBron James score 35 or more points in any game of the 2026 First Round?,0,sports,other_wording,all_agents_wrong_from_start,0.7302996050110733,0.5333375130793296,0,0.7333333333333334,0.7266666666666666,0,0,0,0,-0.009733333333333594,0.34,1,0.11560000000000002,0.7066666666666667,0,0.49937777777777775,0.7338794079080373,0,0.5385789853514514,0.73,0,0.5328999999999999
